0.604 / 9.96015 V / 18.281 uA
0.605 / 9.96051 V / 18.1148 uA
0.606 / 9.96087 V / 17.9501 uA
0.607 / 9.96122 V / 17.787 uA
0.608 / 9.96158 V / 17.6253 uA
0.609 / 9.96193 V / 17.465 uA
0.61 / 9.96227 V / 17.3063 uA
0.611 / 9.96262 V / 17.1489 uA
0.612 / 9.96296 V / 16.993 uA
0.613 / 9.96329 V / 16.8385 uA
0.614 / 9.96363 V / 16.6855 uA
0.615 / 9.96396 V / 16.5338 uA
0.616 / 9.96428 V / 16.3835 uA
0.617 / 9.96461 V / 16.2345 uA
0.618 / 9.96493 V / 16.0869 uA
0.619 / 9.96525 V / 15.9407 uA
0.62 / 9.96557 V / 15.7958 uA
0.621 / 9.96588 V / 15.6522 uA
0.622 / 9.96619 V / 15.5099 uA
0.623 / 9.9665 V / 15.3689 uA
0.624 / 9.9668 V / 15.2292 uA
0.625 / 9.9671 V / 15.0907 uA
0.626 / 9.9674 V / 14.9535 uA
0.627 / 9.9677 V / 14.8176 uA
0.628 / 9.96799 V / 14.6829 uA
0.629 / 9.96828 V / 14.5494 uA
0.63 / 9.96857 V / 14.4171 uA
0.631 / 9.96886 V / 14.2861 uA
0.632 / 9.96914 V / 14.1562 uA
0.633 / 9.96942 V / 14.0275 uA
0.634 / 9.9697 V / 13.9 uA
0.635 / 9.96997 V / 13.7736 uA
0.636 / 9.97025 V / 13.6484 uA
0.637 / 9.97052 V / 13.5243 uA
0.638 / 9.97078 V / 13.4014 uA
0.639 / 9.97105 V / 13.2796 uA
0.64 / 9.97131 V / 13.1588 uA
0.641 / 9.97157 V / 13.0392 uA
0.642 / 9.97183 V / 12.9207 uA
0.643 / 9.97209 V / 12.8032 uA
0.644 / 9.97234 V / 12.6868 uA
0.645 / 9.97259 V / 12.5715 uA
0.646 / 9.97284 V / 12.4572 uA
0.647 / 9.97309 V / 12.344 uA
0.648 / 9.97333 V / 12.2317 uA
